Date,Open,High,Low,Close,Volume
9/20/10,150.979996,152.399994,149.889999,151.899994,5640500
9/21/10,152.110001,154.570007,151.089996,151.399994,6876000
9/22/10,149.949997,150.550003,147.690002,148.070007,8986100
9/23/10,146.360001,146.869995,143.979996,144.910004,9152400
9/24/10,146.25,147.600006,145.820007,147.279999,5623700
9/27/10,147.009995,148.410004,145.779999,146,5205900
9/28/10,146.509995,146.690002,144.059998,145.009995,5504800
9/29/10,145.020004,145.020004,142.539993,144.419998,6944900
9/30/10,145.25,146.979996,144.300003,144.580002,6854400
10/1/10,145.199997,148.5,144.820007,147.699997,7439800
10/4/10,147.699997,148.470001,144.699997,146.570007,5866700
10/5/10,147.559998,150.279999,146.070007,149.570007,8724700
10/6/10,149.75,152.330002,149.130005,150.839996,6330600
10/7/10,152.110001,152.360001,150.029999,151.110001,4471500
10/8/10,151.149994,153.399994,150.619995,152.660004,5225100
10/11/10,152.669998,153.089996,151.270004,152.199997,4454400
10/12/10,151.300003,155.449997,151.009995,155.210007,6378000
10/13/10,156.300003,156.690002,154.389999,154.729996,5626200
10/14/10,154.229996,154.289993,150.550003,151.589996,6891100
10/15/10,152.690002,152.690002,150.660004,150.690002,6901500
10/18/10,150.929993,154.380005,150.850006,153.699997,6972300
10/19/10,155.139999,159.699997,154.110001,156.720001,14491200
10/20/10,156.210007,160.25,154.860001,159.600006,10631200
10/21/10,159.580002,161.5,158.100006,159.300003,6350900
10/22/10,159.889999,159.979996,157.5,157.759995,4051700
10/25/10,159.360001,159.449997,156.270004,157.389999,5728300
10/26/10,156.720001,158.729996,156.529999,158.289993,4068500
10/27/10,157.190002,160.589996,157,160.149994,6570900
10/28/10,160.860001,163.789993,160.440002,163.240005,9918800
10/29/10,162.149994,163.600006,160.949997,161.130005,4536600
11/1/10,161.770004,162.960007,160.169998,161.570007,4514400
11/2/10,162.059998,163,161.800003,162.820007,3332400
11/3/10,163.179993,163.179993,160.570007,162.630005,4462800
11/4/10,163.619995,166.399994,162.690002,166.389999,8162600
11/5/10,165.990005,171.179993,165.919998,171.070007,11989300
11/8/10,169.949997,171.610001,169.100006,169.199997,5516100
11/9/10,170.300003,170.850006,166,166.550003,7343900
11/10/10,166.309998,168.649994,165.570007,167.220001,6328100
11/11/10,165.789993,168.889999,165.789993,167.710007,3931500
11/12/10,166.389999,168.119995,164.649994,165.830002,4735600
11/15/10,165.679993,169.350006,165.009995,167.220001,5199000
11/16/10,165.800003,167,164.660004,165.100006,5914100
11/17/10,165.119995,165.729996,164,164.889999,3726300
11/18/10,165.690002,168.929993,165.600006,167.350006,4987500
11/19/10,167.5,167.75,165.699997,166.669998,4584500
11/22/10,164.300003,164.380005,158.449997,161.050003,11364000
11/23/10,159.100006,160.899994,157.660004,157.779999,7315000
11/24/10,158.960007,160.699997,158.550003,160.259995,4258200
11/26/10,158.460007,159.350006,158.070007,158.220001,1876900
11/29/10,157.490005,160,157,159.279999,4819900
11/30/10,158.070007,159.330002,156.139999,156.139999,5416900
12/1/10,158.449997,159.199997,157,158.449997,6024000
12/2/10,159.160004,163.25,158.839996,162.5,7208600
12/3/10,161.309998,162.5,160.949997,162.309998,4658000
12/6/10,161.660004,163.190002,161.490005,162.649994,3686300
12/7/10,164.520004,164.770004,161.440002,161.589996,5527700
12/8/10,161.960007,166.139999,161.889999,166.139999,5259500
12/9/10,167,167.75,165.75,166.449997,5746400
12/10/10,166.410004,168.470001,165.899994,168.470001,4543600
12/13/10,168.25,170.919998,167.899994,169.479996,5325200
12/14/10,169.669998,169.990005,166.839996,167.330002,4892700
12/15/10,166.639999,167.289993,165.110001,165.210007,4358100
12/16/10,165.690002,165.910004,163.210007,164.460007,4164400
12/17/10,163.919998,165,163.119995,164.039993,5343000
12/20/10,163.740005,166.899994,163.649994,166.050003,3719100
12/21/10,166.539993,168.880005,166.5,168.229996,4546900
12/22/10,168.669998,169.679993,167.899994,169.600006,3858500
12/23/10,169.100006,169.699997,167.169998,167.600006,2494000
12/27/10,166.789993,170,166.410004,169.830002,2715000
12/28/10,170,171.229996,168.830002,169.190002,2862900
12/29/10,169.399994,169.779999,166.570007,167.630005,3329800
12/30/10,168.089996,168.25,166.990005,167.639999,1745400
12/31/10,167.580002,168.800003,167.009995,168.160004,1636300
1/3/11,170.550003,173.25,169.850006,173.050003,5717100
1/4/11,173.869995,174,172,173.080002,3335500
1/5/11,172.050003,174.490005,172,174,4140600
1/6/11,174.509995,174.589996,171.979996,172.210007,5375200
1/7/11,172.699997,172.889999,169.360001,170.690002,4916100
1/10/11,170,171.289993,169.199997,169.759995,3650300
1/11/11,170.5,171.429993,168.320007,169.360001,4572300
1/12/11,169.389999,172.309998,169.179993,171.669998,5592900
1/13/11,172.039993,172.600006,171,171.570007,3183800
1/14/11,171.190002,175,171.190002,175,5885100
1/18/11,174.75,175.339996,173.050003,174.679993,4981200
1/19/11,169.460007,171.490005,165.860001,166.490005,13372700
1/20/11,166.550003,167.059998,164.009995,165.690002,8914900
1/21/11,165.880005,169.199997,165.119995,166.199997,5876500
1/24/11,165.990005,167.070007,165.75,166.300003,4624300
1/25/11,163.050003,164.789993,160.119995,161.979996,11259800
1/26/11,161.699997,162.839996,161.039993,161.309998,6738000
1/27/11,161.130005,164.25,161.110001,164.029999,6036000
1/28/11,164.160004,165.089996,161.419998,161.770004,4570000
1/31/11,161.380005,163.720001,161.229996,163.619995,3792800
2/1/11,163.860001,166.25,163.610001,165.330002,4138400
2/2/11,165.149994,166.639999,164.199997,165.050003,2986200
2/3/11,164.990005,164.990005,161.839996,164.639999,4710400
2/4/11,164.880005,164.979996,162.759995,164.830002,3354500
2/7/11,164.789993,168.100006,164.600006,167.130005,5036700
2/8/11,167.020004,168.720001,166.259995,168.550003,4718700
2/9/11,168.229996,168.229996,164.660004,166.009995,5663900
2/10/11,165.149994,166.649994,164.679993,165.339996,4265800
2/11/11,165.110001,167.690002,164.809998,166.660004,4257100
2/14/11,166.149994,167.800003,165.509995,167.520004,3547200
2/15/11,167.320007,168.440002,166.820007,167.910004,4025900
2/16/11,168.559998,169.899994,168,168.809998,4606300
2/17/11,168.539993,168.690002,167,167.160004,4448100
2/18/11,167.039993,168.300003,166.850006,168.039993,3728100
2/22/11,165.669998,165.759995,162.350006,162.940002,5448200
2/23/11,162.630005,164.800003,161.770004,163.089996,4560400
2/24/11,162.199997,163.899994,161.320007,163.440002,4619300
2/25/11,164.050003,165.880005,163.520004,165.119995,4636200
2/28/11,165.529999,166.25,163.110001,163.779999,4235200
3/1/11,163.550003,164.490005,161.300003,161.309998,7015500
3/2/11,161.580002,163.330002,161.110001,161.690002,4658400
3/3/11,162.710007,165.179993,162.690002,164.490005,4581200
3/4/11,162.880005,163,160.360001,161,7810800
3/7/11,161.410004,161.839996,158.5,159.149994,7004100
3/8/11,159.429993,161.779999,159.039993,161.300003,4845900
3/9/11,161.850006,163.720001,161.580002,162.350006,4125200
3/10/11,160.800003,161,159.990005,160.270004,4563400
3/11/11,159.850006,161.550003,159.839996,160.679993,2883900
3/14/11,159.940002,160.5,158.020004,158.429993,4376100
3/15/11,156.059998,158.050003,154.850006,157.25,5243600
3/16/11,157.229996,157.240005,153.259995,154.380005,7223400
3/17/11,155.929993,156.350006,153.949997,155.75,5293900
3/18/11,156.600006,160.25,155.240005,159.960007,10170600
3/21/11,161.619995,162.149994,159.899994,160.210007,4663300
3/22/11,160.639999,162.210007,160.119995,160.789993,3538900
3/23/11,160.020004,160.229996,158.240005,159.529999,3603300
3/24/11,160.350006,160.5,158.830002,159.910004,2734400
3/25/11,160.509995,160.509995,157.699997,157.970001,4020700
3/28/11,158.199997,159.289993,156.410004,156.470001,3686800
3/29/11,156.600006,158.699997,155.529999,158.470001,3769400
3/30/11,159.029999,160.429993,157.470001,159.070007,2967200
3/31/11,157.380005,160.070007,157.320007,158.600006,3317700
4/1/11,159.770004,162,159.660004,160.229996,3787900
4/4/11,160.759995,160.880005,158.600006,158.899994,2816800
4/5/11,158.460007,159.149994,157.619995,158.910004,3173700
4/6/11,159.889999,161.990005,158.850006,161.889999,4198700
4/7/11,161.990005,164.399994,161.570007,162.399994,4589200
4/8/11,163.490005,163.619995,160.820007,160.960007,3280800
4/11/11,160.539993,162.910004,160.539993,161.470001,3126900
4/12/11,160.25,161.440002,159.449997,160.419998,3328100
4/13/11,162.5,163.979996,159.830002,160.169998,5145000
4/14/11,157.509995,157.600006,155.25,155.789993,7982300
4/15/11,156.179993,156.949997,154.630005,155.130005,5608300
4/18/11,154.050003,154.880005,151.520004,153.779999,5992900
4/19/11,156.089996,156.100006,149.550003,151.860001,13463800
4/20/11,153.169998,154.149994,151.5,152.699997,7181300
4/21/11,153.089996,154.330002,152.699997,153.509995,3977500
4/25/11,152.580002,152.589996,151.179993,152.190002,3711600
4/26/11,151.889999,153.949997,151.779999,153.270004,4400000
4/27/11,153.600006,153.850006,152,152.860001,4207000
4/28/11,152.550003,152.600006,150.199997,150.600006,5906700
4/29/11,150.279999,151.869995,149.639999,151.009995,6075500
5/2/11,152.199997,153.070007,151.070007,151.300003,4362700
5/3/11,150.970001,152.800003,150.679993,151.869995,3557400
5/4/11,152.25,152.460007,150.949997,151.520004,3768000
5/5/11,150.869995,151.220001,149.949997,150.410004,4100200
5/6/11,151.470001,151.970001,149.529999,150.100006,5429300
5/9/11,149.699997,149.869995,148.800003,149.119995,3152400
5/10/11,149.020004,150.740005,148.520004,150.399994,4033800
5/11/11,150,150,147.649994,147.880005,5310500
5/12/11,145.990005,146.779999,140.660004,142.75,20659200
5/13/11,142.389999,142.520004,139.25,141.460007,14256700
5/16/11,140.889999,143.389999,140.259995,140.600006,6458800
5/17/11,140.259995,141.949997,139.080002,140.809998,7071400
5/18/11,140.929993,141.820007,140.210007,140.839996,4768900
5/19/11,141.229996,141.300003,138.429993,139.339996,7331500
5/20/11,138.179993,139.639999,134.789993,134.990005,11284500
5/23/11,133.639999,137.190002,133.639999,135.839996,8406500
5/24/11,136.270004,136.759995,135.029999,136.339996,6605300
5/25/11,135.669998,137.589996,135.509995,136.240005,6528800
5/26/11,136.199997,136.699997,135.339996,136.259995,5332300
5/27/11,136.25,138.960007,136.229996,138.660004,5275700
5/31/11,140.820007,142.300003,139.880005,140.729996,7023200
6/1/11,139.949997,140,136.100006,136.169998,6768100
6/2/11,136.649994,136.729996,131.5,134.380005,12423400
6/3/11,132.979996,137.169998,132.889999,135.330002,5457600
6/6/11,134.75,135.220001,133.139999,133.899994,5287800
6/7/11,134.380005,135.759995,132.990005,132.990005,6191500
6/8/11,132.630005,134.889999,131.5,131.589996,6795100
6/9/11,131.990005,135.100006,131.830002,133.529999,4498100
6/10/11,133.210007,137.25,132.520004,135.919998,7556800
6/13/11,136.130005,137.970001,135.919998,137.529999,5272900
6/14/11,138.199997,138.949997,136.539993,137.100006,5849900
6/15/11,136.070007,137.589996,134.009995,134.850006,5715200
6/16/11,134.630005,136.889999,134.149994,136.089996,5230700
6/17/11,137.830002,138.789993,137.210007,137.229996,6758300
6/20/11,136.419998,136.729996,134.360001,135.139999,4019900
6/21/11,135.5,137.190002,134.300003,135.960007,4213300
6/22/11,135.589996,137.779999,134.429993,134.520004,4224400
6/23/11,133.100006,133.830002,131.639999,132.360001,6706600
6/24/11,132.809998,133.449997,130.820007,130.910004,5774800
6/27/11,130.75,131.860001,129.800003,130.710007,5831800
6/28/11,131.339996,131.339996,128.300003,129.259995,8056000
6/29/11,129.729996,133.229996,129.5,132.529999,8170800
6/30/11,133.050003,133.800003,131.5,133.089996,4980900
7/1/11,133.429993,136.720001,133.089996,136.649994,5103500
7/5/11,135.899994,136.050003,133,134.5,4458300
7/6/11,133.779999,134.440002,132.820007,133.889999,3029100
7/7/11,135.089996,136.199997,134.720001,135.009995,3857500
7/8/11,133.320007,134.399994,133.169998,134.080002,4141600
7/11/11,132.75,133.429993,131.070007,132.020004,4722900
7/12/11,131.419998,132.660004,130.100006,130.309998,4330900
7/13/11,130.740005,131.770004,129.699997,129.919998,4410500
7/14/11,131.699997,132.199997,129.75,129.889999,5357200
7/15/11,131.309998,131.509995,129.179993,130.160004,5255100
7/18/11,129.580002,130.160004,127.5,129.330002,5836500
7/19/11,125.730003,129.929993,125.5,128.490005,15297700
7/20/11,128,133.800003,127.580002,132.75,8578300
7/21/11,133.520004,135.979996,133.25,135.580002,7671000
7/22/11,135.029999,136.470001,134.440002,135.490005,4925500
7/25/11,134.169998,137.130005,133.5,136.850006,5856700
7/26/11,136.610001,139.25,136.020004,137.600006,5464700
7/27/11,136.789993,137.25,134.440002,134.720001,5250000
7/28/11,134.970001,138.130005,134.649994,135.839996,4429700
7/29/11,134.100006,136.600006,133.130005,134.970001,5340300
8/1/11,136.919998,137.339996,133.75,134.149994,5880700
8/2/11,132.080002,134.759995,131.179993,131.229996,7594500
8/3/11,131.350006,133.270004,130.710007,132.080002,6499400
8/4/11,130.839996,131.889999,126.209999,126.230003,8193300
8/5/11,127.75,129.229996,122.349998,125.18,11167300
8/8/11,122.080002,125.440002,112.110001,117.660004,17378000
8/9/11,120.510002,123.150002,111.599998,122.730003,15913400
8/10/11,119.580002,119.669998,110.040001,110.339996,18592000
8/11/11,112.940002,119.75,112.25,118.099998,11842200
8/12/11,119.82,120.879997,115.290001,116.470001,9607900
8/15/11,117.57,119.699997,116,119.129997,7257200
8/16/11,117.599998,119.779999,115.5,116.870003,7413100
8/17/11,117.360001,118.75,116.550003,117.25,4828600
8/18/11,112.150002,114.5,112.040001,113.139999,9284600
8/19/11,111.870003,115.300003,111.110001,111.760002,6829000
8/22/11,114.169998,114.489998,105.099998,106.510002,11286600
8/23/11,106.019997,108.800003,103.160004,106.860001,24482500
8/24/11,106.900002,110.739998,106.389999,110.309998,10169800
8/25/11,114.510002,118.099998,108.110001,109.839996,11939500
8/26/11,108.629997,112.580002,107.720001,111.75,7355700
8/29/11,113.650002,116.540001,112.330002,116.07,5177900
8/30/11,115.330002,116,113.25,115.18,5298800
8/31/11,115.400002,117.800003,114.669998,116.220001,6488100
9/1/11,115.550003,115.550003,111.599998,112.160004,9855500
9/2/11,108.580002,109.239998,105.800003,107.059998,8380900
9/6/11,103.669998,105.599998,103.43,104.559998,7749300
9/7/11,106,108.790001,105,108.339996,6526400
9/8/11,107.129997,108,104.739998,104.790001,6508800
9/9/11,104.379997,105.82,102.220001,102.25,8613700
9/12/11,100.790001,103,99.779999,102.919998,8769600
9/13/11,103.410004,105.18,101.5,104.089996,7119200
9/14/11,104.910004,105.879997,103.529999,104.540001,6602200
9/15/11,105.169998,108.190002,105.099998,107.970001,6354500
9/16/11,109.07,109.660004,105.910004,107.489998,7999300
9/19/11,105.32,105.599998,103.25,104.809998,5821600
9/20/11,105,105.269997,102.529999,102.610001,4978100
9/21/11,102.809998,102.830002,97.720001,97.860001,8586100
9/22/11,95.959999,96.029999,91.400002,93.980003,12381300
9/23/11,92.839996,96.519997,92.800003,95.18,17489100
9/26/11,96.190002,99.730003,95,99.139999,7038600
9/27/11,101.199997,104.080002,98.779999,99.550003,8583800
9/28/11,99.980003,100.809998,96.209999,96.32,5676800
9/29/11,98.650002,99.980003,97.199997,99.870003,5949200
9/30/11,98.279999,98.400002,94.459999,94.550003,5780200
10/3/11,93.739998,95.720001,89.879997,90.080002,7745200
10/4/11,88.32,95.220001,84.269997,94.580002,12000000
10/5/11,93.870003,95.540001,90.82,94.290001,8455400
10/6/11,94,98,91.760002,97.93,7604000
10/7/11,98.07,98.07,92.25,92.690002,7636900
10/10/11,94.919998,96.389999,93.949997,96.139999,6123500
10/11/11,94.559998,98.809998,94,96.699997,7065300
10/12/11,98.199997,101.129997,96.389999,99.110001,8237900
10/13/11,97.870003,98.019997,94.519997,96.150002,6571500
10/14/11,96.790001,97.839996,94.650002,96.730003,5557400
10/17/11,95.510002,97.889999,95.169998,96.900002,7227800
10/18/11,98.190002,103.739998,96.550003,102.25,16777200
10/19/11,101.550003,104.940002,100.32,100.790001,9959400
10/20/11,101.690002,102.169998,98.279999,100.860001,7351200
10/21/11,101.739998,103.059998,100.589996,102.089996,5854800
10/24/11,102.650002,104.730003,102.580002,103.980003,5616600
10/25/11,103.050003,103.169998,100.080002,100.440002,5150100
10/26/11,101.900002,106.739998,101.360001,106.330002,11751700
10/27/11,110.330002,117.529999,110,116.400002,16477900
10/28/11,114.339996,118.07,114,115.860001,8249500
10/31/11,112.790001,113.889999,109.480003,109.550003,8071700
11/1/11,103.489998,107.099998,102.709999,103.540001,10225400
11/2/11,106.449997,107.25,104.75,106.129997,5602800
11/3/11,108.029999,108.709999,102.089996,107.68,8295100
11/4/11,106.330002,106.57,103.809998,105.040001,6074600
11/7/11,104.949997,106.150002,103.75,105.57,4696900
11/8/11,106.410004,109.260002,106.199997,108.580002,6138600
11/9/11,104.989998,105,98.830002,99.669998,10596500
11/10/11,101.870003,101.940002,98.139999,99.5,8536500
11/11/11,100.889999,102.199997,100.260002,101.660004,4770400
11/14/11,100.519997,100.610001,98.379997,99.290001,4826400
11/15/11,98.300003,101.019997,98.059998,99.75,5664100
11/16/11,98.870003,98.989998,95.25,95.599998,8889900
11/17/11,95.989998,96.440002,91.82,92.349998,8994900
11/18/11,92.470001,93.389999,91.309998,91.910004,6228700
11/21/11,90.18,92.290001,88.900002,91.300003,7802900
11/22/11,90.709999,91.800003,88.610001,89.400002,7087400
11/23/11,88.980003,89.279999,87.599998,87.889999,6608600
11/25/11,88.059998,91.440002,87.739998,88.75,3675000
11/28/11,92.720001,93.75,89.370003,90.779999,8730600
11/29/11,90.349998,91.290001,88.650002,88.809998,5877300
11/30/11,92.400002,96.010002,91.370003,95.860001,10871200
12/1/11,94.580002,95.620003,93.199997,94.43,6036600
12/2/11,95.529999,102.419998,95.529999,97.25,15122900
12/5/11,99.559998,102.190002,99.050003,99.82,8527400
12/6/11,99.639999,102.099998,99,101.160004,6401800
12/7/11,100.269997,106.099998,99.050003,105.129997,10620400
12/8/11,103.68,104.690002,99.379997,99.919998,9218200
12/9/11,101.120003,103.580002,100.790001,101.449997,7014600
12/12/11,99.339996,99.449997,97.519997,98.029999,6133300
12/13/11,99.190002,99.940002,93.349998,95.040001,10105700
12/14/11,93.779999,95.709999,92.449997,93.25,8376300
12/15/11,94.739998,95.099998,91.900002,91.900002,8163200
12/16/11,92.709999,93.589996,89.900002,90.099998,10053500
12/19/11,90.620003,90.919998,86.900002,87.699997,9545300
12/20/11,89.82,91.5,88.150002,90.980003,8610800
12/21/11,91.040001,92.209999,89.279999,92,6422500
12/22/11,92.120003,94.949997,91.790001,94.419998,8280500
12/23/11,94.800003,95,92.730003,93.790001,3919500
12/27/11,93.5,93.839996,91.830002,91.900002,3672000
12/28/11,91.660004,92.440002,90.040001,90.120003,3917400
12/29/11,90.589996,91.43,90.25,91.010002,4290500
12/30/11,90.529999,91.139999,90.139999,90.43,4182800
1/3/12,92.970001,96.43,92.830002,95.360001,8645200
1/4/12,94.730003,95.129997,93.68,94.739998,7406200
1/5/12,93.949997,95.800003,92.5,94.580002,8131300
1/6/12,93.800003,93.959999,92.419998,93.419998,5940900
1/9/12,93.489998,95.110001,92.959999,94.690002,5018200
1/10/12,97.360001,99.480003,97.040001,98.330002,7682700
1/11/12,97.940002,100.620003,97.5,99.760002,7223000
1/12/12,100.559998,101.449997,98.260002,101.209999,6858700
1/13/12,98,99.43,97,98.959999,7615800
1/17/12,98.620003,101.839996,96.949997,97.68,8041500
1/18/12,99,105.830002,97.800003,104.309998,17960300
1/19/12,106.25,108.300003,104.879997,107.68,11480900
1/20/12,107.32,109.43,106.599998,108.739998,8439700
1/23/12,108.489998,110.900002,107.519997,108.190002,7091800
1/24/12,106.790001,109.099998,106.25,108.870003,4543900
1/25/12,106.230003,108.949997,105.93,108.269997,7927600
1/26/12,108.610001,110.300003,108.029999,108.559998,6909600
1/27/12,107.769997,112.199997,107.620003,111.769997,8403600
1/30/12,110.370003,110.419998,108.769997,109.730003,6356900
1/31/12,110.690002,112.5,109.160004,111.470001,8028400
2/1/12,112.610001,116.650002,111.610001,113.449997,11333000
2/2/12,114.339996,115.410004,112.709999,113.389999,6624200
2/3/12,115.610001,117.57,115.400002,117.529999,7454500
2/6/12,116.389999,117.599998,116.330002,117.389999,3421900
2/7/12,116.769997,116.980003,115.309998,115.980003,5727300
2/8/12,116.610001,117.040001,114.540001,116.150002,4958200
2/9/12,117.190002,117.389999,115.050003,115.879997,4769800
2/10/12,114.519997,115.660004,113.260002,114.120003,5849400
2/13/12,115.860001,116.07,113.980003,114.529999,3990000
2/14/12,113.660004,113.849998,111.400002,112.870003,4870300
2/15/12,113.279999,115.25,112.910004,113.169998,6111800
2/16/12,112.449997,114.980003,111.620003,114.739998,6372400
2/17/12,115.459999,116.650002,114.830002,115.910004,5182300
2/21/12,116.220001,117.910004,115.93,116.629997,5320400
2/22/12,116.220001,117.139999,114.290001,114.360001,4508500
2/23/12,114.620003,115.82,113.220001,115.800003,5609600
2/24/12,116.32,116.970001,115.110001,115.870003,4877500
2/27/12,114.519997,116.650002,113.940002,116.230003,4370200
2/28/12,116,118.660004,115.25,117.110001,6448200
2/29/12,116.510002,118.129997,115.139999,115.139999,6650700
3/1/12,115.970001,121.239998,115.839996,121.129997,10485800
3/2/12,121.410004,122.18,119.860001,119.959999,7044100
3/5/12,119.599998,119.949997,117.510002,118.629997,5612700
3/6/12,116.120003,116.239998,113.110001,113.669998,8161100
3/7/12,114.660004,116.730003,114.290001,116.400002,5595000
3/8/12,117.730003,118.68,116.080002,117.169998,4784100
3/9/12,117.620003,118.489998,116.239998,117.290001,5000600
3/12/12,117.699997,117.870003,116.279999,116.989998,4060000
3/13/12,118.400002,124.849998,118.400002,124.540001,11884700
3/14/12,124.519997,124.870003,119.82,120.370003,14837200
3/15/12,121.730003,123.550003,120.120003,123.059998,7245600
3/16/12,123.099998,123.5,121.059998,122.93,7425700
3/19/12,122.93,126,122.199997,124.300003,8020700
3/20/12,123.489998,127.860001,123.260002,126.019997,8247000
3/21/12,126.68,127.510002,124.510002,125.989998,4820500
3/22/12,124.790001,125.57,124.089996,124.739998,5028400
3/23/12,125.860001,126.800003,124.510002,126.18,5160600
3/26/12,127.260002,128.210007,126.440002,128.070007,4444000
3/27/12,128.589996,128.720001,126.199997,126.330002,5447000
3/28/12,126.099998,127.239998,124.089996,126.360001,5187900
3/29/12,125.660004,126.599998,122.889999,123.760002,5538800
3/30/12,124.690002,125.470001,122.93,124.370003,4651400
4/2/12,124.139999,125.540001,123.379997,124.900002,4084700
4/3/12,124.32,124.43,121.699997,122.709999,5594800
4/4/12,120.82,121.629997,119.860001,119.959999,5633800
4/5/12,119.449997,120.589996,117.629997,118,6103700
4/9/12,116.059998,117.989998,115.669998,117.019997,4043300
4/10/12,117.279999,118.220001,114.449997,114.559998,5770400
4/11/12,116.370003,117.019997,115.559998,115.93,4177500
4/12/12,116.57,120.410004,116,120.389999,5514600
4/13/12,119.989998,120.089996,114.889999,115.089996,6368200
4/16/12,117.120003,118.410004,114.959999,117.730003,7137600
4/17/12,119.370003,119.769997,116.239998,116.860001,12894400
4/18/12,114.760002,116.790001,114.230003,115.330002,6637400
4/19/12,115.099998,115.480003,112.470001,113.599998,9240300
